school_name,year,StudentID,First Name,Last Name,Year Level,Class,Subject,Answers,Correct Answers,Question Number,Subject Contents,Assessment Areas,sydney_correct_count_percentage,sydney_average_score,sydney_participants,student_score,student_total_assessed,student_area_assessed_score,total_area_assessed_score,participant,correct_answer_percentage_per_class,average_score,school_percentile,sydney_percentile,strength_status,high_distinct_count,distinct_count,credit_count,participant_count,award
"Christ King Catholic School, Bass Hill",2022,16,First Name 16,Last Name 16,9,Class 9,Math,D,D,6,Subject Content 9 for Math,Assessment Area 9 for Math,98.69,19.78,16,5.59,49,90.07,42.75,11,51.43,30.8,52,88,E,90,11,100,83,Participation
"Christ King Catholic School, Bass Hill",2022,16,First Name 16,Last Name 16,9,Class 9,Math,B,C,5,Subject Content 10 for Math,Assessment Area 10 for Math,81.3,0.49,96,96.96,38,95.49,5.12,97,14.57,70.1,82,53,E,37,81,50,12,Participation
"Christ King Catholic School, Bass Hill",2022,16,First Name 16,Last Name 16,9,Class 9,Math,A,D,10,Subject Content 1 for Math,Assessment Area 1 for Math,31.33,7.64,43,95.52,77,94.68,52.84,28,28.01,93.45,72,64,E,35,39,85,91,Participation
"Christ King Catholic School, Bass Hill",2022,16,First Name 16,Last Name 16,9,Class 9,Math,A,A,11,Subject Content 2 for Math,Assessment Area 2 for Math,80.15,16.7,42,51.77,51,68.66,79.31,10,44.73,53.6,17,25,E,33,58,100,48,Participation
"Christ King Catholic School, Bass Hill",2022,16,First Name 16,Last Name 16,9,Class 9,Math,D,D,2,Subject Content 3 for Math,Assessment Area 3 for Math,41.91,85.85,85,76.18,59,53.21,53.54,45,72.81,31.95,36,49,E,93,99,88,96,Participation
"Christ King Catholic School, Bass Hill",2022,16,First Name 16,Last Name 16,9,Class 9,Math,C,Z,20,Subject Content 4 for Math,Assessment Area 4 for Math,75.87,36.31,92,33.06,41,59.3,38.78,82,16.14,38.28,31,100,E,2,35,98,89,Participation
"Christ King Catholic School, Bass Hill",2022,16,First Name 16,Last Name 16,9,Class 9,Math,A,D,12,Subject Content 5 for Math,Assessment Area 5 for Math,77.6,75.3,84,97.41,33,71.94,71.39,21,23.34,94.06,33,40,E,91,71,63,14,Participation
"Christ King Catholic School, Bass Hill",2022,17,First Name 17,Last Name 17,5,Class 5,Science,D,A,15,Subject Content 1 for Science,Assessment Area 1 for Science,69.09,34.96,29,23.97,50,27.78,73.54,42,64.37,95.71,57,6,E,95,8,17,94,Participation
"Christ King Catholic School, Bass Hill",2022,17,First Name 17,Last Name 17,5,Class 5,Science,C,C,20,Subject Content 2 for Science,Assessment Area 2 for Science,68.41,66.91,45,68.64,19,12.97,23.22,12,74.19,85.76,88,10,E,24,79,13,7,Participation
"Christ King Catholic School, Bass Hill",2022,17,First Name 17,Last Name 17,5,Class 5,Science,C,C,14,Subject Content 3 for Science,Assessment Area 3 for Science,76.31,15.35,72,6.77,52,6.03,55.31,39,41.76,20.47,75,90,E,39,24,53,26,Participation
"Christ King Catholic School, Bass Hill",2022,17,First Name 17,Last Name 17,5,Class 5,Science,D,D,9,Subject Content 4 for Science,Assessment Area 4 for Science,70.96,95.27,51,80.77,56,90.06,63.71,51,59.47,38.57,58,11,E,83,80,63,39,Participation
"Christ King Catholic School, Bass Hill",2022,17,First Name 17,Last Name 17,5,Class 5,Science,A,Z,16,Subject Content 5 for Science,Assessment Area 5 for Science,62.3,40.85,95,0.32,40,33.27,52.7,69,36.49,32.6,1,91,E,70,86,30,30,Participation
"Christ King Catholic School, Bass Hill",2022,17,First Name 17,Last Name 17,5,Class 5,Science,D,B,7,Subject Content 6 for Science,Assessment Area 6 for Science,72.27,44,86,38.21,10,45.42,19.5,67,34.76,84.06,26,33,E,13,11,37,8,Participation
"Christ King Catholic School, Bass Hill",2022,17,First Name 17,Last Name 17,5,Class 5,Science,D,C,13,Subject Content 7 for Science,Assessment Area 7 for Science,26.32,4.01,37,58.73,10,33.07,87.01,42,55.2,37.47,80,46,E,2,75,41,29,Participation
"Christ King Catholic School, Bass Hill",2022,17,First Name 17,Last Name 17,5,Class 5,Science,A,D,11,Subject Content 8 for Science,Assessment Area 8 for Science,18.29,48.84,34,12.75,27,17.74,12.76,81,13.11,36.53,88,20,E,73,37,78,73,Participation
"Christ King Catholic School, Bass Hill",2022,17,First Name 17,Last Name 17,5,Class 5,Science,D,A,6,Subject Content 9 for Science,Assessment Area 9 for Science,13.33,70.43,45,78.64,55,3.18,91.66,37,41.39,43.43,70,92,E,23,78,65,91,Participation
"Christ King Catholic School, Bass Hill",2022,17,First Name 17,Last Name 17,5,Class 5,Science,C,C,2,Subject Content 10 for Science,Assessment Area 10 for Science,76,50.96,70,46.66,84,91.23,24.93,66,25.81,73.01,26,75,E,15,67,88,33,Participation
"Christ King Catholic School, Bass Hill",2022,17,First Name 17,Last Name 17,5,Class 5,Science,D,D,12,Subject Content 1 for Science,Assessment Area 1 for Science,67.81,57.59,56,46.56,98,4.68,99.14,45,77.66,49.77,45,96,E,67,27,65,3,Participation
"Christ King Catholic School, Bass Hill",2022,17,First Name 17,Last Name 17,5,Class 5,Science,B,C,4,Subject Content 2 for Science,Assessment Area 2 for Science,10.49,65.23,61,41.3,11,82.71,33.96,71,36.32,37.9,5,46,E,66,43,87,57,Participation
"Christ King Catholic School, Bass Hill",2022,17,First Name 17,Last Name 17,5,Class 5,Science,C,A,25,Subject Content 3 for Science,Assessment Area 3 for Science,56.72,35.49,40,43.75,19,91.42,19.75,80,21.62,27.46,64,67,E,20,10,41,41,Participation
"Christ King Catholic School, Bass Hill",2022,17,First Name 17,Last Name 17,5,Class 5,Science,A,A,10,Subject Content 4 for Science,Assessment Area 4 for Science,5.87,98.17,55,30.35,29,4.99,78.53,85,19.62,72.58,47,74,E,3,94,95,81,Participation
"Christ King Catholic School, Bass Hill",2022,17,First Name 17,Last Name 17,5,Class 5,Science,A,Z,8,Subject Content 5 for Science,Assessment Area 5 for Science,98.6,17.65,86,86.32,22,89.14,70.77,32,28.71,8.8,22,85,E,75,76,36,27,Participation
"Christ King Catholic School, Bass Hill",2022,17,First Name 17,Last Name 17,5,Class 5,Science,A,C,1,Subject Content 6 for Science,Assessment Area 6 for Science,20.93,93.2,87,14.6,45,93.75,86.19,89,38.15,23.05,2,20,E,39,41,64,96,Participation
"Christ King Catholic School, Bass Hill",2022,17,First Name 17,Last Name 17,5,Class 5,Science,A,Z,21,Subject Content 7 for Science,Assessment Area 7 for Science,93.87,40.89,22,36.95,71,47.02,82.01,98,45.17,33.59,47,11,E,58,74,11,63,Participation
"Christ King Catholic School, Bass Hill",2022,17,First Name 17,Last Name 17,5,Class 5,Science,C,B,22,Subject Content 8 for Science,Assessment Area 8 for Science,50.37,57.15,97,61.69,64,50.34,97.42,42,52.72,21.96,42,53,E,64,47,58,65,Participation
"Christ King Catholic School, Bass Hill",2022,17,First Name 17,Last Name 17,5,Class 5,Science,B,C,24,Subject Content 9 for Science,Assessment Area 9 for Science,76.62,4.66,14,44.5,50,93.99,91.73,83,41.13,95.32,3,98,E,39,59,27,82,Participation
"Christ King Catholic School, Bass Hill",2022,17,First Name 17,Last Name 17,5,Class 5,Science,C,B,18,Subject Content 10 for Science,Assessment Area 10 for Science,70.48,41.76,25,29.33,92,50.18,7.33,90,33.73,2.73,23,50,E,8,69,29,86,Participation
"Christ King Catholic School, Bass Hill",2022,17,First Name 17,Last Name 17,5,Class 5,Science,C,D,17,Subject Content 1 for Science,Assessment Area 1 for Science,11.88,35.42,62,11.01,79,74.33,44.49,42,47.04,61.34,10,80,E,6,32,29,96,Participation
"Christ King Catholic School, Bass Hill",2022,17,First Name 17,Last Name 17,5,Class 5,Science,D,C,5,Subject Content 2 for Science,Assessment Area 2 for Science,89.68,83.51,24,70.83,51,61.04,46.14,66,79.32,33.13,90,37,E,33,98,12,41,Participation
"Christ King Catholic School, Bass Hill",2022,17,First Name 17,Last Name 17,5,Class 5,Science,D,C,19,Subject Content 3 for Science,Assessment Area 3 for Science,38.43,61.61,20,67.25,29,88.56,21.82,45,32.26,59.25,29,62,E,23,76,28,26,Participation
"Christ King Catholic School, Bass Hill",2022,17,First Name 17,Last Name 17,5,Class 5,Science,B,B,3,Subject Content 4 for Science,Assessment Area 4 for Science,11.43,6.58,71,29.41,65,27.87,38.27,50,97.5,30.34,22,66,E,60,39,33,88,Participation
"Christ King Catholic School, Bass Hill",2022,17,First Name 17,Last Name 17,5,Class 5,Science,A,D,23,Subject Content 5 for Science,Assessment Area 5 for Science,3.54,54.72,17,25.85,39,37.94,44.04,32,44.96,71.75,68,72,E,3,18,16,80,Participation
"Christ King Catholic School, Bass Hill",2022,17,First Name 17,Last Name 17,5,Class 5,Math,D,A,10,Subject Content 1 for Math,Assessment Area 1 for Math,11,4.17,67,58.96,30,1.17,69.3,76,43.58,27.29,93,93,E,2,47,78,23,Participation
"Christ King Catholic School, Bass Hill",2022,17,First Name 17,Last Name 17,5,Class 5,Math,B,A,6,Subject Content 2 for Math,Assessment Area 2 for Math,51.46,64.29,58,12.92,44,61.57,21.26,15,1.09,29.51,85,61,E,29,58,74,17,Participation
"Christ King Catholic School, Bass Hill",2022,17,First Name 17,Last Name 17,5,Class 5,Math,A,A,19,Subject Content 3 for Math,Assessment Area 3 for Math,50.57,18.3,97,21.59,40,21.48,71.42,88,28.61,22.53,50,16,E,83,73,56,65,Participation
"Christ King Catholic School, Bass Hill",2022,17,First Name 17,Last Name 17,5,Class 5,Math,D,D,5,Subject Content 4 for Math,Assessment Area 4 for Math,6.54,41.63,41,43.98,56,36.98,89.81,99,48.06,37.55,81,20,E,7,2,8,77,Participation
"Christ King Catholic School, Bass Hill",2022,17,First Name 17,Last Name 17,5,Class 5,Math,C,B,16,Subject Content 5 for Math,Assessment Area 5 for Math,53.62,63,96,23.5,34,80.27,24.56,40,25.82,55.28,41,11,E,97,51,9,100,Participation
"Christ King Catholic School, Bass Hill",2022,17,First Name 17,Last Name 17,5,Class 5,Math,B,D,15,Subject Content 6 for Math,Assessment Area 6 for Math,92.78,45.26,88,43.47,71,10.09,35.67,50,79.07,4.18,74,89,E,8,9,89,3,Participation
"Christ King Catholic School, Bass Hill",2022,17,First Name 17,Last Name 17,5,Class 5,Math,C,Z,12,Subject Content 7 for Math,Assessment Area 7 for Math,0.09,4.82,89,34.9,44,94.92,69.03,74,2.48,75.08,67,79,E,46,56,1,68,Participation
"Christ King Catholic School, Bass Hill",2022,17,First Name 17,Last Name 17,5,Class 5,Math,B,A,9,Subject Content 8 for Math,Assessment Area 8 for Math,92.23,18.4,20,65.12,25,90.89,31.9,61,63.33,82.7,63,91,E,54,51,80,33,Participation
"Christ King Catholic School, Bass Hill",2022,17,First Name 17,Last Name 17,5,Class 5,Math,A,A,7,Subject Content 9 for Math,Assessment Area 9 for Math,13.25,18.96,81,74.53,20,99.37,43.88,38,32.11,38.13,17,47,E,83,77,57,47,Participation
"Christ King Catholic School, Bass Hill",2022,17,First Name 17,Last Name 17,5,Class 5,Math,C,D,2,Subject Content 10 for Math,Assessment Area 10 for Math,6.09,77.39,14,53.49,13,11.87,11.14,30,70.81,86.33,95,69,E,32,89,70,48,Participation
"Christ King Catholic School, Bass Hill",2022,17,First Name 17,Last Name 17,5,Class 5,Math,C,B,21,Subject Content 1 for Math,Assessment Area 1 for Math,19.43,14.28,71,37.84,56,27.24,59.79,84,19.77,10.04,49,89,E,33,86,34,21,Participation
"Christ King Catholic School, Bass Hill",2022,17,First Name 17,Last Name 17,5,Class 5,Math,A,A,22,Subject Content 2 for Math,Assessment Area 2 for Math,47.29,40.78,84,99.62,18,49.8,85.56,43,24.26,46.95,27,29,E,28,3,32,25,Participation
"Christ King Catholic School, Bass Hill",2022,17,First Name 17,Last Name 17,5,Class 5,Math,A,A,4,Subject Content 3 for Math,Assessment Area 3 for Math,35.3,39.96,27,34.82,24,72.72,52.51,81,86.17,4.06,61,83,E,59,20,47,90,Participation
"Christ King Catholic School, Bass Hill",2022,17,First Name 17,Last Name 17,5,Class 5,Math,A,Z,25,Subject Content 4 for Math,Assessment Area 4 for Math,10.94,64.45,97,6.34,45,15.9,93.02,44,59.11,8.02,9,68,E,42,20,92,65,Participation
"Christ King Catholic School, Bass Hill",2022,17,First Name 17,Last Name 17,5,Class 5,Math,D,B,8,Subject Content 5 for Math,Assessment Area 5 for Math,29.52,4.94,63,94.44,83,14.15,93.55,19,43.78,32.36,87,60,E,74,74,89,41,Participation
"Christ King Catholic School, Bass Hill",2022,17,First Name 17,Last Name 17,5,Class 5,Math,D,Z,14,Subject Content 6 for Math,Assessment Area 6 for Math,1.43,98.72,71,82.96,21,76.47,57,74,87.39,20.95,7,66,E,40,74,47,15,Participation
"Christ King Catholic School, Bass Hill",2022,17,First Name 17,Last Name 17,5,Class 5,Math,C,A,18,Subject Content 7 for Math,Assessment Area 7 for Math,85.5,14.37,12,34.25,86,70.59,77.53,66,93.76,90.4,59,70,E,61,66,4,49,Participation
"Christ King Catholic School, Bass Hill",2022,17,First Name 17,Last Name 17,5,Class 5,Math,D,Z,11,Subject Content 8 for Math,Assessment Area 8 for Math,53.9,72.79,31,43.37,70,59.98,67.32,65,30.81,74.35,39,42,E,83,9,100,83,Participation
"Christ King Catholic School, Bass Hill",2022,17,First Name 17,Last Name 17,5,Class 5,Math,D,A,24,Subject Content 9 for Math,Assessment Area 9 for Math,52.42,74.37,68,14.02,76,62.37,2.16,59,92.31,80.8,61,41,E,73,61,67,78,Participation
"Christ King Catholic School, Bass Hill",2022,17,First Name 17,Last Name 17,5,Class 5,Math,C,A,13,Subject Content 10 for Math,Assessment Area 10 for Math,57.53,89.34,95,87.35,22,38.92,56.62,10,65.08,18.72,100,79,E,87,32,40,32,Participation
"Christ King Catholic School, Bass Hill",2022,17,First Name 17,Last Name 17,5,Class 5,Math,D,D,17,Subject Content 1 for Math,Assessment Area 1 for Math,15.15,85.2,76,22.15,63,16.36,19.86,21,63.11,84.3,42,50,E,25,70,17,16,Participation
"Christ King Catholic School, Bass Hill",2022,17,First Name 17,Last Name 17,5,Class 5,Math,A,C,1,Subject Content 2 for Math,Assessment Area 2 for Math,41.79,89.85,98,9.91,30,41.64,94.27,27,78.57,35.82,62,26,E,18,69,29,78,Participation
"Christ King Catholic School, Bass Hill",2022,17,First Name 17,Last Name 17,5,Class 5,Math,A,D,23,Subject Content 3 for Math,Assessment Area 3 for Math,76.83,39.33,23,5.35,79,93.08,82.96,46,69.88,54.49,58,70,E,93,62,37,93,Participation
"Christ King Catholic School, Bass Hill",2022,17,First Name 17,Last Name 17,5,Class 5,Math,A,Z,3,Subject Content 4 for Math,Assessment Area 4 for Math,62.58,1.63,74,57.78,20,99.51,46.37,15,99.63,81.46,5,19,E,71,92,54,6,Participation
"Christ King Catholic School, Bass Hill",2022,17,First Name 17,Last Name 17,5,Class 5,Math,B,A,20,Subject Content 5 for Math,Assessment Area 5 for Math,86.55,67.48,28,97.48,49,32.04,69.91,16,26,44.88,37,34,E,40,94,69,40,Participation
"Christ King Catholic School, Bass Hill",2022,18,First Name 18,Last Name 18,11,Class 11,Science,B,D,3,Subject Content 1 for Science,Assessment Area 1 for Science,49.45,49.97,91,31.31,71,54.32,51.17,16,0.1,59.55,87,84,E,41,42,95,97,Participation
"Christ King Catholic School, Bass Hill",2022,18,First Name 18,Last Name 18,11,Class 11,Science,D,D,22,Subject Content 2 for Science,Assessment Area 2 for Science,12.52,66.57,18,69.6,34,62.55,91.48,78,78.13,7.01,45,40,E,72,5,12,11,Participation
"Christ King Catholic School, Bass Hill",2022,18,First Name 18,Last Name 18,11,Class 11,Science,B,B,9,Subject Content 3 for Science,Assessment Area 3 for Science,30.83,0.85,18,61.26,62,12.33,68.81,47,79.96,82.61,25,81,E,75,6,35,27,Participation
"Christ King Catholic School, Bass Hill",2022,18,First Name 18,Last Name 18,11,Class 11,Science,D,A,11,Subject Content 4 for Science,Assessment Area 4 for Science,1.77,20.59,28,35.36,25,63.23,34.19,100,84.26,21.25,38,7,E,81,25,59,23,Participation
"Christ King Catholic School, Bass Hill",2022,18,First Name 18,Last Name 18,11,Class 11,Science,A,D,5,Subject Content 5 for Science,Assessment Area 5 for Science,29.75,25.02,10,41.86,98,56.18,46.68,45,5.05,14.5,10,78,E,92,50,90,73,Participation
"Christ King Catholic School, Bass Hill",2022,18,First Name 18,Last Name 18,11,Class 11,Science,A,D,20,Subject Content 6 for Science,Assessment Area 6 for Science,22.17,15.23,39,49.73,86,8.35,41.47,56,94.24,42.67,17,98,E,58,43,64,28,Participation
"Christ King Catholic School, Bass Hill",2022,18,First Name 18,Last Name 18,11,Class 11,Science,D,C,6,Subject Content 7 for Science,Assessment Area 7 for Science,81.17,18.89,43,43.63,58,60.21,58.38,32,53.75,87.95,81,81,E,16,53,50,50,Participation
"Christ King Catholic School, Bass Hill",2022,18,First Name 18,Last Name 18,11,Class 11,Science,D,C,17,Subject Content 8 for Science,Assessment Area 8 for Science,32,97.5,43,48.3,97,70.1,37.93,44,41.92,51.95,95,85,E,10,34,9,87,Participation
"Christ King Catholic School, Bass Hill",2022,18,First Name 18,Last Name 18,11,Class 11,Science,A,A,19,Subject Content 9 for Science,Assessment Area 9 for Science,56.72,8.16,77,63.86,75,50.24,19.9,75,84.92,13.46,62,7,E,25,57,17,44,Participation
"Christ King Catholic School, Bass Hill",2022,18,First Name 18,Last Name 18,11,Class 11,Science,A,C,10,Subject Content 10 for Science,Assessment Area 10 for Science,53.54,40.61,36,39.34,27,61.19,62.68,88,59.83,22.5,64,56,E,57,76,30,21,Participation
"Christ King Catholic School, Bass Hill",2022,18,First Name 18,Last Name 18,11,Class 11,Science,B,D,14,Subject Content 1 for Science,Assessment Area 1 for Science,5.08,16.25,26,0.87,64,77.83,96.27,88,20.7,87.18,3,86,E,98,86,28,62,Participation
"Christ King Catholic School, Bass Hill",2022,18,First Name 18,Last Name 18,11,Class 11,Science,C,D,12,Subject Content 2 for Science,Assessment Area 2 for Science,96.01,10.81,45,76.08,46,23.67,57.59,65,93.06,5.56,64,62,E,5,70,20,10,Participation
"Christ King Catholic School, Bass Hill",2022,18,First Name 18,Last Name 18,11,Class 11,Science,C,D,23,Subject Content 3 for Science,Assessment Area 3 for Science,32.23,15.96,42,71.98,81,42.47,7.6,50,31.42,96.33,13,30,E,75,24,87,53,Participation
"Christ King Catholic School, Bass Hill",2022,18,First Name 18,Last Name 18,11,Class 11,Science,A,C,21,Subject Content 4 for Science,Assessment Area 4 for Science,98.09,3.02,63,63.25,20,10.05,54.65,51,37.53,14.87,8,64,E,5,78,14,86,Participation
"Christ King Catholic School, Bass Hill",2022,18,First Name 18,Last Name 18,11,Class 11,Science,C,C,15,Subject Content 5 for Science,Assessment Area 5 for Science,49.85,92.82,42,43.43,47,97.47,96.1,91,97.19,61.89,16,4,E,8,28,22,45,Participation
"Christ King Catholic School, Bass Hill",2022,18,First Name 18,Last Name 18,11,Class 11,Science,A,D,4,Subject Content 6 for Science,Assessment Area 6 for Science,49.46,87.42,40,3.55,71,86.74,25.35,54,88.41,54.41,72,84,E,76,79,82,31,Participation
"Christ King Catholic School, Bass Hill",2022,18,First Name 18,Last Name 18,11,Class 11,Science,B,Z,1,Subject Content 7 for Science,Assessment Area 7 for Science,95.84,23.35,73,78.08,83,92.89,82.9,34,5.04,74.43,86,6,E,34,27,54,1,Participation
"Christ King Catholic School, Bass Hill",2022,18,First Name 18,Last Name 18,11,Class 11,Science,A,B,25,Subject Content 8 for Science,Assessment Area 8 for Science,59.41,9.45,44,19.2,54,16.19,67.41,92,22.39,49.98,80,13,E,16,24,86,3,Participation
"Christ King Catholic School, Bass Hill",2022,18,First Name 18,Last Name 18,11,Class 11,Science,D,A,18,Subject Content 9 for Science,Assessment Area 9 for Science,64.09,34.04,67,49.56,38,63.69,33.21,99,42.24,52.66,20,17,E,5,60,71,45,Participation
"Christ King Catholic School, Bass Hill",2022,18,First Name 18,Last Name 18,11,Class 11,Science,B,C,7,Subject Content 10 for Science,Assessment Area 10 for Science,31.67,49.8,58,3.13,90,51.04,14.31,15,80,52.25,18,51,E,34,26,74,29,Participation
"Christ King Catholic School, Bass Hill",2022,18,First Name 18,Last Name 18,11,Class 11,Science,A,B,13,Subject Content 1 for Science,Assessment Area 1 for Science,12.26,15.57,44,12.71,46,73.93,48.38,89,12.43,98.16,93,72,E,19,100,16,31,Participation
"Christ King Catholic School, Bass Hill",2022,18,First Name 18,Last Name 18,11,Class 11,Science,D,D,8,Subject Content 2 for Science,Assessment Area 2 for Science,74.2,45.12,33,99.12,67,17.13,61,75,91.55,70.76,12,9,E,77,34,54,52,Participation
"Christ King Catholic School, Bass Hill",2022,18,First Name 18,Last Name 18,11,Class 11,Science,D,C,24,Subject Content 3 for Science,Assessment Area 3 for Science,96.49,66.82,24,22.57,56,79.55,24.31,69,63.14,63.03,22,99,E,2,33,41,38,Participation
"Christ King Catholic School, Bass Hill",2022,18,First Name 18,Last Name 18,11,Class 11,Science,C,B,16,Subject Content 4 for Science,Assessment Area 4 for Science,6.05,54.39,18,53.38,52,47.52,42.17,12,76.98,10.95,4,17,E,9,64,51,39,Participation
"Christ King Catholic School, Bass Hill",2022,18,First Name 18,Last Name 18,11,Class 11,Science,D,B,2,Subject Content 5 for Science,Assessment Area 5 for Science,14.95,89.54,88,74.1,28,13.77,61.03,82,83.92,75.41,28,32,E,46,54,4,73,Participation
"Christ King Catholic School, Bass Hill",2022,18,First Name 18,Last Name 18,11,Class 11,Math,A,Z,18,Subject Content 1 for Math,Assessment Area 1 for Math,28.52,29.3,21,26.8,29,75.24,26.9,72,59.29,29.94,15,98,E,28,68,5,20,Participation
"Christ King Catholic School, Bass Hill",2022,18,First Name 18,Last Name 18,11,Class 11,Math,D,C,6,Subject Content 2 for Math,Assessment Area 2 for Math,96.82,37.78,57,81.41,16,94.65,13.66,69,11.26,50.69,94,61,E,98,87,54,85,Participation
"Christ King Catholic School, Bass Hill",2022,18,First Name 18,Last Name 18,11,Class 11,Math,A,D,4,Subject Content 3 for Math,Assessment Area 3 for Math,65.52,84.17,94,97.71,38,50.26,8.92,19,68.98,0.96,22,32,E,49,53,50,10,Participation
"Christ King Catholic School, Bass Hill",2022,18,First Name 18,Last Name 18,11,Class 11,Math,D,A,23,Subject Content 4 for Math,Assessment Area 4 for Math,11.08,55.32,77,1.01,63,86.72,16.27,41,89.89,50.32,26,94,E,63,69,69,12,Participation
"Christ King Catholic School, Bass Hill",2022,18,First Name 18,Last Name 18,11,Class 11,Math,D,D,21,Subject Content 5 for Math,Assessment Area 5 for Math,70.22,62.82,74,52.02,60,18.99,96.06,25,99.32,81.45,65,6,E,82,39,4,99,Participation
"Christ King Catholic School, Bass Hill",2022,18,First Name 18,Last Name 18,11,Class 11,Math,D,B,22,Subject Content 6 for Math,Assessment Area 6 for Math,78.06,41.62,41,64.25,16,44.18,2.3,56,53.6,8.33,88,44,E,5,42,33,71,Participation
"Christ King Catholic School, Bass Hill",2022,18,First Name 18,Last Name 18,11,Class 11,Math,A,C,10,Subject Content 7 for Math,Assessment Area 7 for Math,70.18,37.61,53,78.08,53,15.62,98.8,88,4.02,97.7,1,93,E,97,29,73,18,Participation
"Christ King Catholic School, Bass Hill",2022,18,First Name 18,Last Name 18,11,Class 11,Math,C,D,2,Subject Content 8 for Math,Assessment Area 8 for Math,57.08,15.39,82,21.49,60,61.81,79.18,85,21.08,68.07,38,11,E,100,21,73,20,Participation
"Christ King Catholic School, Bass Hill",2022,18,First Name 18,Last Name 18,11,Class 11,Math,C,C,16,Subject Content 9 for Math,Assessment Area 9 for Math,35.93,25.99,18,12.05,54,72.09,15.2,93,49.67,82.97,47,55,E,18,42,76,29,Participation
"Christ King Catholic School, Bass Hill",2022,18,First Name 18,Last Name 18,11,Class 11,Math,A,B,8,Subject Content 10 for Math,Assessment Area 10 for Math,28.4,57.48,69,15.81,37,88.13,24.27,13,36.6,80.67,2,94,E,89,5,6,22,Participation
"Christ King Catholic School, Bass Hill",2022,18,First Name 18,Last Name 18,11,Class 11,Math,C,D,11,Subject Content 1 for Math,Assessment Area 1 for Math,33.4,45.28,97,57.64,81,7.57,24.52,26,5.05,56.63,3,79,E,61,72,7,82,Participation
"Christ King Catholic School, Bass Hill",2022,18,First Name 18,Last Name 18,11,Class 11,Math,A,B,19,Subject Content 2 for Math,Assessment Area 2 for Math,35.52,86.33,67,44.85,36,44.27,69.32,81,66.85,17.93,87,6,E,64,81,30,68,Participation
"Christ King Catholic School, Bass Hill",2022,18,First Name 18,Last Name 18,11,Class 11,Math,D,D,9,Subject Content 3 for Math,Assessment Area 3 for Math,52.24,22.72,58,66.24,60,64.36,39.33,90,80.17,40.84,15,35,E,92,12,84,34,Participation
"Christ King Catholic School, Bass Hill",2022,18,First Name 18,Last Name 18,11,Class 11,Math,B,A,12,Subject Content 4 for Math,Assessment Area 4 for Math,89.07,46.99,39,69.59,76,88.01,69.61,91,65.73,34.88,70,78,E,48,39,65,11,Participation
"Christ King Catholic School, Bass Hill",2022,18,First Name 18,Last Name 18,11,Class 11,Math,D,B,24,Subject Content 5 for Math,Assessment Area 5 for Math,83.43,27.67,35,78.28,44,49.35,10.93,27,46.04,61.65,64,41,E,97,1,100,9,Participation
"Christ King Catholic School, Bass Hill",2022,18,First Name 18,Last Name 18,11,Class 11,Math,A,C,14,Subject Content 6 for Math,Assessment Area 6 for Math,14.2,48.69,14,71.22,78,32.65,84.41,75,38.52,97.16,28,96,E,95,91,4,46,Participation
"Christ King Catholic School, Bass Hill",2022,18,First Name 18,Last Name 18,11,Class 11,Math,C,D,20,Subject Content 7 for Math,Assessment Area 7 for Math,59.02,49.52,59,31.74,23,4.73,37.26,40,94.47,41.91,71,89,E,90,41,77,8,Participation
"Christ King Catholic School, Bass Hill",2022,18,First Name 18,Last Name 18,11,Class 11,Math,B,B,1,Subject Content 8 for Math,Assessment Area 8 for Math,68.73,30.56,64,90.21,76,68.72,22.82,42,69.21,13.06,74,25,E,5,59,10,1,Participation
"Christ King Catholic School, Bass Hill",2022,18,First Name 18,Last Name 18,11,Class 11,Math,B,B,15,Subject Content 9 for Math,Assessment Area 9 for Math,95.12,56.28,52,24.58,87,22.4,42.95,100,73.61,73.71,76,84,E,100,98,22,41,Participation
"Christ King Catholic School, Bass Hill",2022,18,First Name 18,Last Name 18,11,Class 11,Math,A,D,13,Subject Content 10 for Math,Assessment Area 10 for Math,69.97,50.67,43,94.33,41,11.19,85,68,29.92,97.23,51,67,E,14,47,90,35,Participation
"Christ King Catholic School, Bass Hill",2022,18,First Name 18,Last Name 18,11,Class 11,Math,C,Z,17,Subject Content 1 for Math,Assessment Area 1 for Math,13.31,97.98,69,63.93,59,43.4,20.85,32,67.71,51.06,71,87,E,66,43,3,72,Participation
"Christ King Catholic School, Bass Hill",2022,18,First Name 18,Last Name 18,11,Class 11,Math,A,Z,3,Subject Content 2 for Math,Assessment Area 2 for Math,23.47,51.1,91,78.11,100,53.2,26.32,87,1.48,17.89,15,42,E,46,65,38,61,Participation
"Christ King Catholic School, Bass Hill",2022,18,First Name 18,Last Name 18,11,Class 11,Math,B,C,25,Subject Content 3 for Math,Assessment Area 3 for Math,17.72,55.69,69,5.18,50,19.19,42.24,33,8.29,79.96,7,61,E,37,61,13,50,Participation
"Christ King Catholic School, Bass Hill",2022,18,First Name 18,Last Name 18,11,Class 11,Math,A,B,7,Subject Content 4 for Math,Assessment Area 4 for Math,87.4,51.39,51,10.68,50,35.55,30.3,52,94.28,52.86,13,5,E,44,40,63,85,Participation
"Christ King Catholic School, Bass Hill",2022,18,First Name 18,Last Name 18,11,Class 11,Math,D,D,5,Subject Content 5 for Math,Assessment Area 5 for Math,77.89,41.76,22,85.18,23,3.8,11.01,42,67.81,23.48,47,24,E,16,77,7,25,Participation
